"Wavelength"   "295 K"      "243 K"      "228 K"      "218 K"
  289.4300   1.4969E-18   1.4398E-18   1.4282E-18   1.4223E-18
  289.4400   1.4946E-18   1.4379E-18   1.4254E-18   1.4201E-18
  289.4500   1.4933E-18   1.4360E-18   1.4235E-18   1.4175E-18
  289.4600   1.4924E-18   1.4339E-18   1.4208E-18   1.4149E-18
  289.4700   1.4900E-18   1.4318E-18   1.4187E-18   1.4121E-18
  289.4800   1.4873E-18   1.4286E-18   1.4160E-18   1.4099E-18
  289.4900   1.4853E-18   1.4261E-18   1.4139E-18   1.4070E-18
  289.5000   1.4829E-18   1.4239E-18   1.4129E-18   1.4053E-18
  289.5100   1.4811E-18   1.4221E-18   1.4109E-18   1.4026E-18
  289.5200   1.4803E-18   1.4199E-18   1.4083E-18   1.3999E-18
  289.5300   1.4771E-18   1.4169E-18   1.4062E-18   1.3977E-18
  289.5400   1.4730E-18   1.4139E-18   1.4043E-18   1.3950E-18
  289.5500   1.4711E-18   1.4127E-18   1.4020E-18   1.3931E-18
  289.5600   1.4685E-18   1.4106E-18   1.4000E-18   1.3915E-18
  289.5700   1.4656E-18   1.4082E-18   1.3980E-18   1.3893E-18
  289.5800   1.4659E-18   1.4066E-18   1.3961E-18   1.3874E-18
  289.5900   1.4635E-18   1.4046E-18   1.3939E-18   1.3848E-18
  289.6000   1.4628E-18   1.4022E-18   1.3914E-18   1.3840E-18
  289.6100   1.4613E-18   1.4001E-18   1.3892E-18   1.3821E-18
  289.6200   1.4609E-18   1.3985E-18   1.3872E-18   1.3801E-18
  289.6300   1.4598E-18   1.3966E-18   1.3856E-18   1.3785E-18
  289.6400   1.4577E-18   1.3947E-18   1.3841E-18   1.3765E-18
  289.6500   1.4574E-18   1.3927E-18   1.3829E-18   1.3751E-18
  289.6600   1.4548E-18   1.3912E-18   1.3812E-18   1.3727E-18
  289.6700   1.4529E-18   1.3891E-18   1.3797E-18   1.3709E-18
  289.6800   1.4509E-18   1.3874E-18   1.3784E-18   1.3695E-18
  289.6900   1.4487E-18   1.3865E-18   1.3774E-18   1.3676E-18
  289.7000   1.4474E-18   1.3851E-18   1.3758E-18   1.3662E-18
  289.7100   1.4457E-18   1.3838E-18   1.3742E-18   1.3648E-18
  289.7200   1.4434E-18   1.3819E-18   1.3732E-18   1.3630E-18
  289.7300   1.4419E-18   1.3809E-18   1.3716E-18   1.3619E-18
  289.7400   1.4398E-18   1.3797E-18   1.3704E-18   1.3611E-18
  289.7500   1.4386E-18   1.3785E-18   1.3694E-18   1.3598E-18
  289.7600   1.4382E-18   1.3780E-18   1.3684E-18   1.3589E-18
  289.7700   1.4374E-18   1.3773E-18   1.3671E-18   1.3571E-18
  289.7800   1.4346E-18   1.3755E-18   1.3658E-18   1.3565E-18
  289.7900   1.4317E-18   1.3745E-18   1.3653E-18   1.3558E-18
  289.8000   1.4295E-18   1.3730E-18   1.3636E-18   1.3538E-18
  289.8100   1.4288E-18   1.3717E-18   1.3622E-18   1.3526E-18
  289.8200   1.4266E-18   1.3709E-18   1.3613E-18   1.3525E-18
  289.8300   1.4256E-18   1.3699E-18   1.3600E-18   1.3516E-18
  289.8400   1.4245E-18   1.3694E-18   1.3590E-18   1.3501E-18
  289.8500   1.4236E-18   1.3681E-18   1.3587E-18   1.3493E-18
  289.8600   1.4226E-18   1.3671E-18   1.3580E-18   1.3483E-18
  289.8700   1.4223E-18   1.3671E-18   1.3566E-18   1.3465E-18
  289.8800   1.4210E-18   1.3670E-18   1.3558E-18   1.3456E-18
  289.8900   1.4219E-18   1.3653E-18   1.3537E-18   1.3459E-18
  289.9000   1.4210E-18   1.3643E-18   1.3529E-18   1.3465E-18
  289.9100   1.4190E-18   1.3628E-18   1.3521E-18   1.3454E-18
  289.9200   1.4190E-18   1.3616E-18   1.3507E-18   1.3436E-18
  289.9300   1.4185E-18   1.3597E-18   1.3497E-18   1.3420E-18
  289.9400   1.4172E-18   1.3598E-18   1.3487E-18   1.3407E-18
  289.9500   1.4144E-18   1.3585E-18   1.3478E-18   1.3402E-18
  289.9600   1.4139E-18   1.3578E-18   1.3474E-18   1.3389E-18
  289.9700   1.4110E-18   1.3568E-18   1.3460E-18   1.3385E-18
  289.9800   1.4089E-18   1.3559E-18   1.3443E-18   1.3381E-18
  289.9900   1.4088E-18   1.3541E-18   1.3435E-18   1.3365E-18
  290.0000   1.4081E-18   1.3522E-18   1.3423E-18   1.3353E-18
  290.0100   1.4064E-18   1.3500E-18   1.3408E-18   1.3347E-18
  290.0200   1.4050E-18   1.3491E-18   1.3385E-18   1.3331E-18
  290.0300   1.4038E-18   1.3469E-18   1.3374E-18   1.3309E-18
  290.0400   1.4027E-18   1.3458E-18   1.3355E-18   1.3285E-18
  290.0500   1.4028E-18   1.3450E-18   1.3337E-18   1.3263E-18
  290.0600   1.4015E-18   1.3443E-18   1.3326E-18   1.3254E-18
  290.0700   1.3998E-18   1.3435E-18   1.3309E-18   1.3239E-18
  290.0800   1.3977E-18   1.3416E-18   1.3284E-18   1.3224E-18
  290.0900   1.3965E-18   1.3399E-18   1.3272E-18   1.3213E-18
  290.1000   1.3933E-18   1.3391E-18   1.3262E-18   1.3201E-18
  290.1100   1.3919E-18   1.3378E-18   1.3250E-18   1.3180E-18
  290.1200   1.3904E-18   1.3361E-18   1.3232E-18   1.3161E-18
  290.1300   1.3889E-18   1.3341E-18   1.3217E-18   1.3152E-18
  290.1400   1.3869E-18   1.3324E-18   1.3198E-18   1.3137E-18
  290.1500   1.3852E-18   1.3299E-18   1.3188E-18   1.3114E-18
  290.1600   1.3833E-18   1.3286E-18   1.3175E-18   1.3104E-18
  290.1700   1.3816E-18   1.3276E-18   1.3165E-18   1.3087E-18
  290.1800   1.3792E-18   1.3265E-18   1.3159E-18   1.3074E-18
  290.1900   1.3794E-18   1.3248E-18   1.3138E-18   1.3056E-18
  290.2000   1.3792E-18   1.3227E-18   1.3125E-18   1.3050E-18
  290.2100   1.3791E-18   1.3214E-18   1.3112E-18   1.3036E-18
  290.2200   1.3787E-18   1.3202E-18   1.3101E-18   1.3018E-18
  290.2300   1.3781E-18   1.3182E-18   1.3090E-18   1.2992E-18
  290.2400   1.3765E-18   1.3165E-18   1.3081E-18   1.2978E-18
  290.2500   1.3755E-18   1.3152E-18   1.3063E-18   1.2963E-18
  290.2600   1.3735E-18   1.3142E-18   1.3046E-18   1.2954E-18
  290.2700   1.3712E-18   1.3129E-18   1.3025E-18   1.2948E-18
  290.2800   1.3682E-18   1.3117E-18   1.3011E-18   1.2938E-18
  290.2900   1.3655E-18   1.3103E-18   1.2993E-18   1.2926E-18
  290.3000   1.3639E-18   1.3085E-18   1.2986E-18   1.2910E-18
  290.3100   1.3611E-18   1.3077E-18   1.2964E-18   1.2905E-18
  290.3200   1.3608E-18   1.3063E-18   1.2959E-18   1.2900E-18
  290.3300   1.3594E-18   1.3047E-18   1.2945E-18   1.2889E-18
  290.3400   1.3584E-18   1.3041E-18   1.2936E-18   1.2879E-18
  290.3500   1.3581E-18   1.3025E-18   1.2929E-18   1.2866E-18
  290.3600   1.3573E-18   1.3019E-18   1.2913E-18   1.2852E-18
  290.3700   1.3571E-18   1.3000E-18   1.2902E-18   1.2838E-18
  290.3800   1.3553E-18   1.2987E-18   1.2891E-18   1.2822E-18
  290.3900   1.3541E-18   1.2977E-18   1.2875E-18   1.2803E-18
  290.4000   1.3547E-18   1.2972E-18   1.2873E-18   1.2795E-18
  290.4100   1.3538E-18   1.2962E-18   1.2864E-18   1.2782E-18
  290.4200   1.3522E-18   1.2958E-18   1.2850E-18   1.2774E-18
  290.4300   1.3526E-18   1.2948E-18   1.2842E-18   1.2766E-18
  290.4400   1.3513E-18   1.2943E-18   1.2839E-18   1.2766E-18
  290.4500   1.3508E-18   1.2941E-18   1.2833E-18   1.2754E-18
  290.4600   1.3494E-18   1.2935E-18   1.2821E-18   1.2751E-18
  290.4700   1.3483E-18   1.2920E-18   1.2808E-18   1.2746E-18
  290.4800   1.3468E-18   1.2907E-18   1.2798E-18   1.2742E-18
  290.4900   1.3460E-18   1.2894E-18   1.2783E-18   1.2735E-18
  290.5000   1.3438E-18   1.2880E-18   1.2769E-18   1.2727E-18
  290.5100   1.3437E-18   1.2865E-18   1.2765E-18   1.2716E-18
  290.5200   1.3403E-18   1.2868E-18   1.2767E-18   1.2710E-18
  290.5300   1.3392E-18   1.2851E-18   1.2752E-18   1.2699E-18
  290.5400   1.3390E-18   1.2839E-18   1.2749E-18   1.2689E-18
  290.5500   1.3380E-18   1.2823E-18   1.2741E-18   1.2671E-18
  290.5600   1.3362E-18   1.2813E-18   1.2732E-18   1.2661E-18
  290.5700   1.3357E-18   1.2800E-18   1.2724E-18   1.2645E-18
  290.5800   1.3338E-18   1.2792E-18   1.2715E-18   1.2628E-18
  290.5900   1.3329E-18   1.2794E-18   1.2708E-18   1.2624E-18
  290.6000   1.3320E-18   1.2783E-18   1.2697E-18   1.2611E-18
  290.6100   1.3322E-18   1.2765E-18   1.2680E-18   1.2598E-18
  290.6200   1.3300E-18   1.2752E-18   1.2661E-18   1.2584E-18
  290.6300   1.3290E-18   1.2740E-18   1.2650E-18   1.2564E-18
  290.6400   1.3289E-18   1.2724E-18   1.2631E-18   1.2549E-18
  290.6500   1.3290E-18   1.2711E-18   1.2609E-18   1.2538E-18
  290.6600   1.3268E-18   1.2702E-18   1.2582E-18   1.2529E-18
  290.6700   1.3234E-18   1.2684E-18   1.2573E-18   1.2518E-18
  290.6800   1.3232E-18   1.2665E-18   1.2558E-18   1.2501E-18
  290.6900   1.3231E-18   1.2650E-18   1.2543E-18   1.2486E-18
  290.7000   1.3185E-18   1.2630E-18   1.2529E-18   1.2468E-18
  290.7100   1.3171E-18   1.2609E-18   1.2514E-18   1.2452E-18
  290.7200   1.3139E-18   1.2594E-18   1.2484E-18   1.2443E-18
  290.7300   1.3116E-18   1.2582E-18   1.2476E-18   1.2424E-18
  290.7400   1.3095E-18   1.2572E-18   1.2469E-18   1.2412E-18
  290.7500   1.3087E-18   1.2553E-18   1.2454E-18   1.2395E-18
  290.7600   1.3087E-18   1.2536E-18   1.2440E-18   1.2383E-18
  290.7700   1.3081E-18   1.2519E-18   1.2422E-18   1.2364E-18
  290.7800   1.3064E-18   1.2502E-18   1.2409E-18   1.2340E-18
  290.7900   1.3052E-18   1.2486E-18   1.2393E-18   1.2325E-18
  290.8000   1.3033E-18   1.2476E-18   1.2374E-18   1.2307E-18
  290.8100   1.3027E-18   1.2460E-18   1.2364E-18   1.2291E-18
  290.8200   1.3015E-18   1.2447E-18   1.2348E-18   1.2279E-18
  290.8300   1.3008E-18   1.2420E-18   1.2323E-18   1.2255E-18
  290.8400   1.2982E-18   1.2398E-18   1.2305E-18   1.2231E-18
  290.8500   1.2970E-18   1.2385E-18   1.2293E-18   1.2210E-18
  290.8600   1.2961E-18   1.2364E-18   1.2271E-18   1.2194E-18
  290.8700   1.2954E-18   1.2343E-18   1.2249E-18   1.2178E-18
  290.8800   1.2937E-18   1.2329E-18   1.2227E-18   1.2159E-18
  290.8900   1.2921E-18   1.2306E-18   1.2201E-18   1.2145E-18
  290.9000   1.2900E-18   1.2286E-18   1.2189E-18   1.2128E-18
  290.9100   1.2892E-18   1.2260E-18   1.2173E-18   1.2111E-18
  290.9200   1.2875E-18   1.2255E-18   1.2157E-18   1.2095E-18
  290.9300   1.2867E-18   1.2240E-18   1.2140E-18   1.2078E-18
  290.9400   1.2840E-18   1.2222E-18   1.2123E-18   1.2071E-18
  290.9500   1.2828E-18   1.2207E-18   1.2113E-18   1.2052E-18
  290.9600   1.2808E-18   1.2188E-18   1.2096E-18   1.2036E-18
  290.9700   1.2781E-18   1.2171E-18   1.2071E-18   1.2023E-18
  290.9800   1.2757E-18   1.2165E-18   1.2060E-18   1.2007E-18
  290.9900   1.2734E-18   1.2149E-18   1.2040E-18   1.1988E-18
  291.0000   1.2722E-18   1.2134E-18   1.2025E-18   1.1973E-18
  291.0100   1.2702E-18   1.2120E-18   1.2008E-18   1.1953E-18
  291.0200   1.2678E-18   1.2092E-18   1.1986E-18   1.1936E-18
  291.0300   1.2653E-18   1.2078E-18   1.1971E-18   1.1916E-18
  291.0400   1.2620E-18   1.2054E-18   1.1955E-18   1.1901E-18
  291.0500   1.2601E-18   1.2033E-18   1.1933E-18   1.1872E-18
  291.0600   1.2589E-18   1.2023E-18   1.1918E-18   1.1850E-18
  291.0700   1.2575E-18   1.2001E-18   1.1904E-18   1.1826E-18
  291.0800   1.2564E-18   1.1988E-18   1.1887E-18   1.1813E-18
  291.0900   1.2551E-18   1.1971E-18   1.1869E-18   1.1803E-18
  291.1000   1.2540E-18   1.1954E-18   1.1852E-18   1.1786E-18
  291.1100   1.2536E-18   1.1936E-18   1.1835E-18   1.1766E-18
  291.1200   1.2533E-18   1.1916E-18   1.1814E-18   1.1750E-18
  291.1300   1.2523E-18   1.1899E-18   1.1796E-18   1.1736E-18
  291.1400   1.2506E-18   1.1884E-18   1.1778E-18   1.1718E-18
  291.1500   1.2489E-18   1.1864E-18   1.1761E-18   1.1702E-18
  291.1600   1.2476E-18   1.1846E-18   1.1742E-18   1.1685E-18
  291.1700   1.2461E-18   1.1827E-18   1.1721E-18   1.1662E-18
  291.1800   1.2432E-18   1.1812E-18   1.1697E-18   1.1640E-18
  291.1900   1.2414E-18   1.1790E-18   1.1680E-18   1.1616E-18
  291.2000   1.2391E-18   1.1770E-18   1.1667E-18   1.1599E-18
  291.2100   1.2372E-18   1.1750E-18   1.1651E-18   1.1582E-18
  291.2200   1.2356E-18   1.1737E-18   1.1631E-18   1.1563E-18
  291.2300   1.2349E-18   1.1720E-18   1.1611E-18   1.1547E-18
  291.2400   1.2323E-18   1.1703E-18   1.1598E-18   1.1534E-18
  291.2500   1.2299E-18   1.1684E-18   1.1584E-18   1.1514E-18
  291.2600   1.2282E-18   1.1663E-18   1.1564E-18   1.1498E-18
  291.2700   1.2265E-18   1.1647E-18   1.1550E-18   1.1484E-18
  291.2800   1.2247E-18   1.1633E-18   1.1534E-18   1.1468E-18
  291.2900   1.2213E-18   1.1616E-18   1.1514E-18   1.1449E-18
  291.3000   1.2196E-18   1.1597E-18   1.1493E-18   1.1427E-18
  291.3100   1.2192E-18   1.1577E-18   1.1471E-18   1.1405E-18
  291.3200   1.2177E-18   1.1554E-18   1.1450E-18   1.1386E-18
  291.3300   1.2159E-18   1.1536E-18   1.1427E-18   1.1364E-18
  291.3400   1.2132E-18   1.1520E-18   1.1400E-18   1.1344E-18
  291.3500   1.2119E-18   1.1505E-18   1.1382E-18   1.1331E-18
  291.3600   1.2102E-18   1.1488E-18   1.1366E-18   1.1315E-18
  291.3700   1.2087E-18   1.1472E-18   1.1349E-18   1.1290E-18
  291.3800   1.2076E-18   1.1450E-18   1.1330E-18   1.1269E-18
  291.3900   1.2073E-18   1.1436E-18   1.1310E-18   1.1244E-18
  291.4000   1.2059E-18   1.1412E-18   1.1290E-18   1.1225E-18
  291.4100   1.2027E-18   1.1393E-18   1.1271E-18   1.1206E-18
  291.4200   1.2012E-18   1.1369E-18   1.1250E-18   1.1188E-18
  291.4300   1.1993E-18   1.1349E-18   1.1227E-18   1.1160E-18
  291.4400   1.1959E-18   1.1333E-18   1.1201E-18   1.1143E-18
  291.4500   1.1936E-18   1.1312E-18   1.1177E-18   1.1121E-18
  291.4600   1.1934E-18   1.1299E-18   1.1157E-18   1.1104E-18
  291.4700   1.1915E-18   1.1277E-18   1.1137E-18   1.1081E-18
  291.4800   1.1879E-18   1.1254E-18   1.1117E-18   1.1059E-18
  291.4900   1.1854E-18   1.1231E-18   1.1100E-18   1.1037E-18
  291.5000   1.1836E-18   1.1206E-18   1.1077E-18   1.1016E-18
  291.5100   1.1809E-18   1.1182E-18   1.1052E-18   1.0996E-18
  291.5200   1.1783E-18   1.1156E-18   1.1029E-18   1.0975E-18
  291.5300   1.1758E-18   1.1134E-18   1.1010E-18   1.0947E-18
  291.5400   1.1734E-18   1.1108E-18   1.0984E-18   1.0925E-18
  291.5500   1.1701E-18   1.1085E-18   1.0956E-18   1.0901E-18
  291.5600   1.1672E-18   1.1055E-18   1.0929E-18   1.0876E-18
  291.5700   1.1665E-18   1.1032E-18   1.0902E-18   1.0853E-18
  291.5800   1.1638E-18   1.1012E-18   1.0882E-18   1.0833E-18
  291.5900   1.1624E-18   1.0990E-18   1.0855E-18   1.0806E-18
  291.6000   1.1608E-18   1.0964E-18   1.0831E-18   1.0782E-18
  291.6100   1.1579E-18   1.0945E-18   1.0813E-18   1.0761E-18
  291.6200   1.1560E-18   1.0925E-18   1.0794E-18   1.0742E-18
  291.6300   1.1537E-18   1.0906E-18   1.0773E-18   1.0721E-18
  291.6400   1.1514E-18   1.0883E-18   1.0751E-18   1.0697E-18
  291.6500   1.1498E-18   1.0867E-18   1.0737E-18   1.0675E-18
  291.6600   1.1476E-18   1.0848E-18   1.0720E-18   1.0652E-18
  291.6700   1.1468E-18   1.0834E-18   1.0702E-18   1.0631E-18
  291.6800   1.1453E-18   1.0822E-18   1.0680E-18   1.0616E-18
  291.6900   1.1416E-18   1.0808E-18   1.0663E-18   1.0594E-18
  291.7000   1.1396E-18   1.0794E-18   1.0648E-18   1.0583E-18
  291.7100   1.1391E-18   1.0778E-18   1.0632E-18   1.0569E-18
  291.7200   1.1397E-18   1.0767E-18   1.0622E-18   1.0552E-18
  291.7300   1.1363E-18   1.0756E-18   1.0605E-18   1.0540E-18
  291.7400   1.1348E-18   1.0746E-18   1.0592E-18   1.0528E-18
  291.7500   1.1333E-18   1.0729E-18   1.0580E-18   1.0519E-18
  291.7600   1.1335E-18   1.0719E-18   1.0562E-18   1.0510E-18
  291.7700   1.1311E-18   1.0704E-18   1.0551E-18   1.0499E-18
  291.7800   1.1297E-18   1.0689E-18   1.0538E-18   1.0488E-18
  291.7900   1.1282E-18   1.0680E-18   1.0527E-18   1.0475E-18
  291.8000   1.1270E-18   1.0666E-18   1.0519E-18   1.0471E-18
  291.8100   1.1247E-18   1.0663E-18   1.0508E-18   1.0460E-18
  291.8200   1.1240E-18   1.0654E-18   1.0496E-18   1.0447E-18
  291.8300   1.1238E-18   1.0638E-18   1.0487E-18   1.0439E-18
  291.8400   1.1219E-18   1.0622E-18   1.0475E-18   1.0428E-18
  291.8500   1.1210E-18   1.0613E-18   1.0467E-18   1.0416E-18
  291.8600   1.1199E-18   1.0605E-18   1.0459E-18   1.0410E-18
  291.8700   1.1190E-18   1.0588E-18   1.0450E-18   1.0404E-18
  291.8800   1.1161E-18   1.0574E-18   1.0441E-18   1.0394E-18
  291.8900   1.1154E-18   1.0562E-18   1.0430E-18   1.0381E-18
  291.9000   1.1138E-18   1.0551E-18   1.0423E-18   1.0365E-18
  291.9100   1.1124E-18   1.0540E-18   1.0413E-18   1.0348E-18
  291.9200   1.1101E-18   1.0527E-18   1.0396E-18   1.0336E-18
  291.9300   1.1082E-18   1.0514E-18   1.0383E-18   1.0323E-18
  291.9400   1.1073E-18   1.0505E-18   1.0370E-18   1.0310E-18
  291.9500   1.1058E-18   1.0492E-18   1.0354E-18   1.0298E-18
  291.9600   1.1045E-18   1.0484E-18   1.0340E-18   1.0285E-18
  291.9700   1.1019E-18   1.0468E-18   1.0324E-18   1.0270E-18
  291.9800   1.1009E-18   1.0449E-18   1.0309E-18   1.0254E-18
  291.9900   1.1004E-18   1.0431E-18   1.0300E-18   1.0244E-18
  292.0000   1.0997E-18   1.0420E-18   1.0290E-18   1.0233E-18
  292.0100   1.0988E-18   1.0412E-18   1.0277E-18   1.0223E-18
  292.0200   1.0991E-18   1.0402E-18   1.0267E-18   1.0215E-18
  292.0300   1.0971E-18   1.0393E-18   1.0259E-18   1.0205E-18
  292.0400   1.0947E-18   1.0379E-18   1.0243E-18   1.0195E-18
  292.0500   1.0944E-18   1.0373E-18   1.0230E-18   1.0182E-18
  292.0600   1.0920E-18   1.0360E-18   1.0217E-18   1.0171E-18
  292.0700   1.0912E-18   1.0344E-18   1.0204E-18   1.0159E-18
  292.0800   1.0892E-18   1.0329E-18   1.0186E-18   1.0144E-18
  292.0900   1.0870E-18   1.0316E-18   1.0173E-18   1.0126E-18
  292.1000   1.0857E-18   1.0307E-18   1.0161E-18   1.0112E-18
  292.1100   1.0852E-18   1.0293E-18   1.0145E-18   1.0098E-18
  292.1200   1.0855E-18   1.0277E-18   1.0136E-18   1.0078E-18
  292.1300   1.0858E-18   1.0263E-18   1.0120E-18   1.0063E-18
  292.1400   1.0839E-18   1.0249E-18   1.0108E-18   1.0044E-18
  292.1500   1.0843E-18   1.0237E-18   1.0102E-18   1.0031E-18
  292.1600   1.0840E-18   1.0225E-18   1.0091E-18   1.0017E-18
  292.1700   1.0827E-18   1.0212E-18   1.0078E-18   1.0008E-18
  292.1800   1.0805E-18   1.0203E-18   1.0068E-18   9.9956E-19
  292.1900   1.0805E-18   1.0189E-18   1.0055E-18   9.9835E-19
  292.2000   1.0784E-18   1.0172E-18   1.0044E-18   9.9745E-19
  292.2100   1.0772E-18   1.0158E-18   1.0032E-18   9.9659E-19
  292.2200   1.0758E-18   1.0149E-18   1.0018E-18   9.9546E-19
  292.2300   1.0751E-18   1.0141E-18   1.0009E-18   9.9433E-19
  292.2400   1.0739E-18   1.0132E-18   9.9965E-19   9.9329E-19
  292.2500   1.0736E-18   1.0122E-18   9.9884E-19   9.9242E-19
  292.2600   1.0729E-18   1.0113E-18   9.9780E-19   9.9180E-19
  292.2700   1.0717E-18   1.0102E-18   9.9676E-19   9.9062E-19
  292.2800   1.0690E-18   1.0093E-18   9.9612E-19   9.8956E-19
  292.2900   1.0679E-18   1.0087E-18   9.9511E-19   9.8893E-19
  292.3000   1.0663E-18   1.0080E-18   9.9471E-19   9.8869E-19
  292.3100   1.0660E-18   1.0073E-18   9.9444E-19   9.8808E-19
  292.3200   1.0633E-18   1.0059E-18   9.9381E-19   9.8787E-19
  292.3300   1.0618E-18   1.0050E-18   9.9314E-19   9.8761E-19
  292.3400   1.0607E-18   1.0046E-18   9.9242E-19   9.8754E-19
  292.3500   1.0598E-18   1.0039E-18   9.9204E-19   9.8704E-19
  292.3600   1.0600E-18   1.0041E-18   9.9169E-19   9.8690E-19
  292.3700   1.0606E-18   1.0037E-18   9.9129E-19   9.8713E-19
  292.3800   1.0594E-18   1.0033E-18   9.9155E-19   9.8661E-19
  292.3900   1.0569E-18   1.0030E-18   9.9055E-19   9.8619E-19
  292.4000   1.0571E-18   1.0029E-18   9.9003E-19   9.8575E-19
  292.4100   1.0573E-18   1.0028E-18   9.8962E-19   9.8538E-19
  292.4200   1.0575E-18   1.0028E-18   9.8961E-19   9.8507E-19
  292.4300   1.0575E-18   1.0025E-18   9.8943E-19   9.8430E-19
  292.4400   1.0561E-18   1.0019E-18   9.8921E-19   9.8359E-19
  292.4500   1.0552E-18   1.0013E-18   9.8831E-19   9.8299E-19
  292.4600   1.0540E-18   1.0011E-18   9.8764E-19   9.8246E-19
  292.4700   1.0546E-18   1.0006E-18   9.8756E-19   9.8210E-19
  292.4800   1.0544E-18   1.0001E-18   9.8723E-19   9.8163E-19
  292.4900   1.0535E-18   9.9934E-19   9.8693E-19   9.8167E-19
  292.5000   1.0519E-18   9.9869E-19   9.8634E-19   9.8154E-19
  292.5100   1.0514E-18   9.9843E-19   9.8584E-19   9.8120E-19
  292.5200   1.0510E-18   9.9764E-19   9.8537E-19   9.8077E-19
  292.5300   1.0496E-18   9.9724E-19   9.8467E-19   9.8078E-19
  292.5400   1.0491E-18   9.9664E-19   9.8469E-19   9.8038E-19
  292.5500   1.0482E-18   9.9578E-19   9.8412E-19   9.8034E-19
  292.5600   1.0461E-18   9.9533E-19   9.8363E-19   9.7960E-19
  292.5700   1.0471E-18   9.9477E-19   9.8302E-19   9.7876E-19
  292.5800   1.0470E-18   9.9437E-19   9.8270E-19   9.7831E-19
  292.5900   1.0474E-18   9.9412E-19   9.8180E-19   9.7745E-19
  292.6000   1.0474E-18   9.9337E-19   9.8071E-19   9.7660E-19
  292.6100   1.0468E-18   9.9224E-19   9.8006E-19   9.7593E-19
  292.6200   1.0464E-18   9.9129E-19   9.7896E-19   9.7523E-19
  292.6300   1.0449E-18   9.9025E-19   9.7766E-19   9.7454E-19
  292.6400   1.0446E-18   9.8934E-19   9.7697E-19   9.7380E-19
  292.6500   1.0432E-18   9.8845E-19   9.7577E-19   9.7277E-19
  292.6600   1.0420E-18   9.8780E-19   9.7513E-19   9.7177E-19
  292.6700   1.0403E-18   9.8683E-19   9.7421E-19   9.7032E-19
  292.6800   1.0400E-18   9.8581E-19   9.7339E-19   9.6912E-19
  292.6900   1.0392E-18   9.8493E-19   9.7286E-19   9.6830E-19
  292.7000   1.0387E-18   9.8411E-19   9.7192E-19   9.6753E-19
  292.7100   1.0382E-18   9.8333E-19   9.7096E-19   9.6648E-19
  292.7200   1.0378E-18   9.8248E-19   9.6969E-19   9.6545E-19
  292.7300   1.0368E-18   9.8184E-19   9.6850E-19   9.6451E-19
  292.7400   1.0352E-18   9.8085E-19   9.6725E-19   9.6344E-19
  292.7500   1.0341E-18   9.7964E-19   9.6620E-19   9.6295E-19
  292.7600   1.0320E-18   9.7860E-19   9.6556E-19   9.6218E-19
  292.7700   1.0306E-18   9.7736E-19   9.6441E-19   9.6074E-19
  292.7800   1.0288E-18   9.7651E-19   9.6334E-19   9.5913E-19
  292.7900   1.0286E-18   9.7536E-19   9.6163E-19   9.5740E-19
