"Wavelength"   "295 K"      "243 K"      "228 K"      "218 K"
  308.1000   1.3496E-19   1.1972E-19   1.1755E-19   1.1718E-19
  308.1100   1.3484E-19   1.1966E-19   1.1744E-19   1.1727E-19
  308.1200   1.3474E-19   1.1953E-19   1.1735E-19   1.1714E-19
  308.1300   1.3460E-19   1.1947E-19   1.1715E-19   1.1699E-19
  308.1400   1.3450E-19   1.1939E-19   1.1700E-19   1.1672E-19
  308.1500   1.3433E-19   1.1930E-19   1.1685E-19   1.1654E-19
  308.1600   1.3422E-19   1.1920E-19   1.1680E-19   1.1636E-19
  308.1700   1.3408E-19   1.1917E-19   1.1673E-19   1.1615E-19
  308.1800   1.3384E-19   1.1905E-19   1.1662E-19   1.1604E-19
  308.1900   1.3354E-19   1.1897E-19   1.1657E-19   1.1602E-19
  308.2000   1.3331E-19   1.1885E-19   1.1654E-19   1.1587E-19
  308.2100   1.3309E-19   1.1874E-19   1.1631E-19   1.1583E-19
  308.2200   1.3287E-19   1.1860E-19   1.1612E-19   1.1566E-19
  308.2300   1.3264E-19   1.1837E-19   1.1593E-19   1.1540E-19
  308.2400   1.3238E-19   1.1800E-19   1.1560E-19   1.1510E-19
  308.2500   1.3213E-19   1.1771E-19   1.1531E-19   1.1479E-19
  308.2600   1.3188E-19   1.1744E-19   1.1496E-19   1.1453E-19
  308.2700   1.3154E-19   1.1708E-19   1.1459E-19   1.1417E-19
  308.2800   1.3122E-19   1.1678E-19   1.1426E-19   1.1373E-19
  308.2900   1.3099E-19   1.1648E-19   1.1383E-19   1.1343E-19
  308.3000   1.3065E-19   1.1620E-19   1.1352E-19   1.1304E-19
  308.3100   1.3042E-19   1.1590E-19   1.1313E-19   1.1269E-19
  308.3200   1.3008E-19   1.1562E-19   1.1277E-19   1.1237E-19
  308.3300   1.2979E-19   1.1534E-19   1.1254E-19   1.1207E-19
  308.3400   1.2959E-19   1.1500E-19   1.1225E-19   1.1170E-19
  308.3500   1.2939E-19   1.1471E-19   1.1199E-19   1.1134E-19
  308.3600   1.2922E-19   1.1446E-19   1.1162E-19   1.1108E-19
  308.3700   1.2906E-19   1.1419E-19   1.1138E-19   1.1080E-19
  308.3800   1.2888E-19   1.1398E-19   1.1117E-19   1.1047E-19
  308.3900   1.2878E-19   1.1370E-19   1.1090E-19   1.1026E-19
  308.4000   1.2853E-19   1.1348E-19   1.1066E-19   1.1004E-19
  308.4100   1.2836E-19   1.1324E-19   1.1038E-19   1.0985E-19
  308.4200   1.2816E-19   1.1302E-19   1.1010E-19   1.0963E-19
  308.4300   1.2801E-19   1.1280E-19   1.0990E-19   1.0945E-19
  308.4400   1.2784E-19   1.1255E-19   1.0965E-19   1.0921E-19
  308.4500   1.2778E-19   1.1233E-19   1.0943E-19   1.0906E-19
  308.4600   1.2767E-19   1.1214E-19   1.0924E-19   1.0890E-19
  308.4700   1.2763E-19   1.1202E-19   1.0923E-19   1.0871E-19
  308.4800   1.2764E-19   1.1196E-19   1.0917E-19   1.0853E-19
  308.4900   1.2759E-19   1.1190E-19   1.0912E-19   1.0843E-19
  308.5000   1.2763E-19   1.1183E-19   1.0908E-19   1.0841E-19
  308.5100   1.2765E-19   1.1169E-19   1.0910E-19   1.0843E-19
  308.5200   1.2765E-19   1.1171E-19   1.0924E-19   1.0842E-19
  308.5300   1.2777E-19   1.1178E-19   1.0924E-19   1.0868E-19
  308.5400   1.2779E-19   1.1190E-19   1.0941E-19   1.0879E-19
  308.5500   1.2784E-19   1.1210E-19   1.0954E-19   1.0895E-19
  308.5600   1.2783E-19   1.1227E-19   1.0973E-19   1.0926E-19
  308.5700   1.2785E-19   1.1242E-19   1.0993E-19   1.0955E-19
  308.5800   1.2787E-19   1.1266E-19   1.1016E-19   1.0977E-19
  308.5900   1.2795E-19   1.1287E-19   1.1041E-19   1.0994E-19
  308.6000   1.2796E-19   1.1301E-19   1.1051E-19   1.1020E-19
  308.6100   1.2794E-19   1.1312E-19   1.1065E-19   1.1037E-19
  308.6200   1.2784E-19   1.1320E-19   1.1075E-19   1.1042E-19
  308.6300   1.2780E-19   1.1317E-19   1.1070E-19   1.1054E-19
  308.6400   1.2780E-19   1.1314E-19   1.1079E-19   1.1052E-19
  308.6500   1.2774E-19   1.1308E-19   1.1074E-19   1.1047E-19
  308.6600   1.2768E-19   1.1300E-19   1.1062E-19   1.1035E-19
  308.6700   1.2759E-19   1.1288E-19   1.1045E-19   1.1021E-19
  308.6800   1.2746E-19   1.1276E-19   1.1035E-19   1.1005E-19
  308.6900   1.2732E-19   1.1267E-19   1.1026E-19   1.0991E-19
  308.7000   1.2727E-19   1.1259E-19   1.1014E-19   1.0980E-19
  308.7100   1.2716E-19   1.1252E-19   1.1005E-19   1.0973E-19
  308.7200   1.2708E-19   1.1251E-19   1.0999E-19   1.0953E-19
  308.7300   1.2700E-19   1.1243E-19   1.0987E-19   1.0954E-19
  308.7400   1.2698E-19   1.1228E-19   1.0982E-19   1.0945E-19
  308.7500   1.2692E-19   1.1220E-19   1.0971E-19   1.0942E-19
  308.7600   1.2691E-19   1.1211E-19   1.0956E-19   1.0937E-19
  308.7700   1.2692E-19   1.1205E-19   1.0946E-19   1.0930E-19
  308.7800   1.2683E-19   1.1200E-19   1.0937E-19   1.0909E-19
  308.7900   1.2672E-19   1.1193E-19   1.0924E-19   1.0898E-19
  308.8000   1.2654E-19   1.1196E-19   1.0916E-19   1.0883E-19
  308.8100   1.2637E-19   1.1188E-19   1.0904E-19   1.0878E-19
  308.8200   1.2621E-19   1.1179E-19   1.0892E-19   1.0871E-19
  308.8300   1.2605E-19   1.1170E-19   1.0878E-19   1.0858E-19
  308.8400   1.2585E-19   1.1158E-19   1.0866E-19   1.0851E-19
  308.8500   1.2550E-19   1.1142E-19   1.0847E-19   1.0839E-19
  308.8600   1.2521E-19   1.1121E-19   1.0825E-19   1.0819E-19
  308.8700   1.2499E-19   1.1095E-19   1.0798E-19   1.0790E-19
  308.8800   1.2475E-19   1.1067E-19   1.0782E-19   1.0751E-19
  308.8900   1.2454E-19   1.1033E-19   1.0756E-19   1.0729E-19
  308.9000   1.2433E-19   1.1005E-19   1.0735E-19   1.0699E-19
  308.9100   1.2413E-19   1.0983E-19   1.0715E-19   1.0666E-19
  308.9200   1.2399E-19   1.0960E-19   1.0688E-19   1.0644E-19
  308.9300   1.2393E-19   1.0938E-19   1.0679E-19   1.0619E-19
  308.9400   1.2397E-19   1.0923E-19   1.0664E-19   1.0618E-19
  308.9500   1.2387E-19   1.0912E-19   1.0660E-19   1.0607E-19
  308.9600   1.2387E-19   1.0903E-19   1.0661E-19   1.0596E-19
  308.9700   1.2378E-19   1.0904E-19   1.0659E-19   1.0609E-19
  308.9800   1.2373E-19   1.0909E-19   1.0650E-19   1.0612E-19
  308.9900   1.2366E-19   1.0913E-19   1.0646E-19   1.0607E-19
  309.0000   1.2352E-19   1.0911E-19   1.0640E-19   1.0618E-19
  309.0100   1.2341E-19   1.0903E-19   1.0640E-19   1.0616E-19
  309.0200   1.2334E-19   1.0900E-19   1.0638E-19   1.0605E-19
  309.0300   1.2314E-19   1.0896E-19   1.0638E-19   1.0593E-19
  309.0400   1.2298E-19   1.0889E-19   1.0635E-19   1.0592E-19
  309.0500   1.2264E-19   1.0883E-19   1.0616E-19   1.0584E-19
  309.0600   1.2237E-19   1.0864E-19   1.0596E-19   1.0558E-19
  309.0700   1.2206E-19   1.0843E-19   1.0578E-19   1.0544E-19
  309.0800   1.2168E-19   1.0811E-19   1.0556E-19   1.0522E-19
  309.0900   1.2133E-19   1.0781E-19   1.0527E-19   1.0486E-19
  309.1000   1.2097E-19   1.0747E-19   1.0498E-19   1.0449E-19
  309.1100   1.2067E-19   1.0711E-19   1.0468E-19   1.0410E-19
  309.1200   1.2034E-19   1.0671E-19   1.0434E-19   1.0364E-19
  309.1300   1.2006E-19   1.0646E-19   1.0404E-19   1.0331E-19
  309.1400   1.1978E-19   1.0613E-19   1.0369E-19   1.0292E-19
  309.1500   1.1968E-19   1.0582E-19   1.0332E-19   1.0252E-19
  309.1600   1.1939E-19   1.0561E-19   1.0302E-19   1.0221E-19
  309.1700   1.1908E-19   1.0527E-19   1.0271E-19   1.0201E-19
  309.1800   1.1887E-19   1.0501E-19   1.0239E-19   1.0165E-19
  309.1900   1.1866E-19   1.0474E-19   1.0208E-19   1.0142E-19
  309.2000   1.1845E-19   1.0457E-19   1.0186E-19   1.0105E-19
  309.2100   1.1829E-19   1.0430E-19   1.0161E-19   1.0080E-19
  309.2200   1.1806E-19   1.0407E-19   1.0135E-19   1.0059E-19
  309.2300   1.1784E-19   1.0386E-19   1.0111E-19   1.0044E-19
  309.2400   1.1761E-19   1.0370E-19   1.0088E-19   1.0018E-19
  309.2500   1.1741E-19   1.0351E-19   1.0062E-19   1.0012E-19
  309.2600   1.1714E-19   1.0336E-19   1.0044E-19   1.0007E-19
  309.2700   1.1683E-19   1.0314E-19   1.0023E-19   9.9887E-20
  309.2800   1.1652E-19   1.0291E-19   1.0004E-19   9.9623E-20
  309.2900   1.1610E-19   1.0262E-19   9.9840E-20   9.9435E-20
  309.3000   1.1574E-19   1.0232E-19   9.9557E-20   9.9200E-20
  309.3100   1.1522E-19   1.0205E-19   9.9241E-20   9.8856E-20
  309.3200   1.1480E-19   1.0168E-19   9.8949E-20   9.8595E-20
  309.3300   1.1429E-19   1.0129E-19   9.8473E-20   9.8181E-20
  309.3400   1.1378E-19   1.0089E-19   9.7985E-20   9.7669E-20
  309.3500   1.1329E-19   1.0042E-19   9.7496E-20   9.7140E-20
  309.3600   1.1280E-19   9.9886E-20   9.6988E-20   9.6687E-20
  309.3700   1.1231E-19   9.9296E-20   9.6501E-20   9.6099E-20
  309.3800   1.1185E-19   9.8759E-20   9.5929E-20   9.5439E-20
  309.3900   1.1138E-19   9.8197E-20   9.5326E-20   9.4809E-20
  309.4000   1.1100E-19   9.7647E-20   9.4763E-20   9.4191E-20
  309.4100   1.1058E-19   9.7187E-20   9.4227E-20   9.3621E-20
  309.4200   1.1021E-19   9.6681E-20   9.3758E-20   9.3109E-20
  309.4300   1.0983E-19   9.6197E-20   9.3349E-20   9.2653E-20
  309.4400   1.0951E-19   9.5770E-20   9.2959E-20   9.2141E-20
  309.4500   1.0922E-19   9.5400E-20   9.2610E-20   9.1602E-20
  309.4600   1.0884E-19   9.5048E-20   9.2171E-20   9.1239E-20
  309.4700   1.0850E-19   9.4662E-20   9.1778E-20   9.0987E-20
  309.4800   1.0819E-19   9.4332E-20   9.1424E-20   9.0657E-20
  309.4900   1.0789E-19   9.3974E-20   9.1020E-20   9.0206E-20
  309.5000   1.0763E-19   9.3582E-20   9.0542E-20   8.9749E-20
  309.5100   1.0733E-19   9.3243E-20   9.0151E-20   8.9307E-20
  309.5200   1.0708E-19   9.2910E-20   8.9826E-20   8.8914E-20
  309.5300   1.0684E-19   9.2597E-20   8.9477E-20   8.8676E-20
  309.5400   1.0670E-19   9.2338E-20   8.9181E-20   8.8388E-20
  309.5500   1.0653E-19   9.1986E-20   8.8965E-20   8.8050E-20
  309.5600   1.0638E-19   9.1781E-20   8.8640E-20   8.7809E-20
  309.5700   1.0614E-19   9.1594E-20   8.8407E-20   8.7539E-20
  309.5800   1.0607E-19   9.1388E-20   8.8244E-20   8.7390E-20
  309.5900   1.0594E-19   9.1244E-20   8.8081E-20   8.7235E-20
  309.6000   1.0578E-19   9.1082E-20   8.7921E-20   8.7064E-20
  309.6100   1.0564E-19   9.0959E-20   8.7767E-20   8.6940E-20
  309.6200   1.0542E-19   9.0790E-20   8.7638E-20   8.6793E-20
  309.6300   1.0522E-19   9.0629E-20   8.7495E-20   8.6669E-20
  309.6400   1.0507E-19   9.0499E-20   8.7341E-20   8.6524E-20
  309.6500   1.0492E-19   9.0317E-20   8.7225E-20   8.6413E-20
  309.6600   1.0471E-19   9.0155E-20   8.7048E-20   8.6185E-20
  309.6700   1.0453E-19   9.0008E-20   8.6879E-20   8.6001E-20
  309.6800   1.0436E-19   8.9820E-20   8.6819E-20   8.5818E-20
  309.6900   1.0417E-19   8.9650E-20   8.6609E-20   8.5711E-20
  309.7000   1.0396E-19   8.9507E-20   8.6418E-20   8.5549E-20
  309.7100   1.0387E-19   8.9322E-20   8.6231E-20   8.5451E-20
  309.7200   1.0378E-19   8.9178E-20   8.6098E-20   8.5344E-20
  309.7300   1.0369E-19   8.9029E-20   8.6030E-20   8.5215E-20
  309.7400   1.0351E-19   8.8953E-20   8.5963E-20   8.5104E-20
  309.7500   1.0343E-19   8.8899E-20   8.6000E-20   8.5077E-20
  309.7600   1.0340E-19   8.8850E-20   8.6014E-20   8.5058E-20
  309.7700   1.0339E-19   8.8804E-20   8.5945E-20   8.5008E-20
  309.7800   1.0332E-19   8.8814E-20   8.5942E-20   8.4967E-20
  309.7900   1.0321E-19   8.8817E-20   8.5930E-20   8.4896E-20
  309.8000   1.0305E-19   8.8738E-20   8.5977E-20   8.4828E-20
  309.8100   1.0299E-19   8.8686E-20   8.5975E-20   8.4812E-20
  309.8200   1.0294E-19   8.8629E-20   8.5898E-20   8.4897E-20
  309.8300   1.0286E-19   8.8638E-20   8.5810E-20   8.4830E-20
  309.8400   1.0276E-19   8.8627E-20   8.5745E-20   8.4750E-20
  309.8500   1.0256E-19   8.8537E-20   8.5631E-20   8.4637E-20
  309.8600   1.0247E-19   8.8464E-20   8.5599E-20   8.4627E-20
  309.8700   1.0234E-19   8.8429E-20   8.5499E-20   8.4551E-20
  309.8800   1.0222E-19   8.8331E-20   8.5311E-20   8.4471E-20
  309.8900   1.0215E-19   8.8251E-20   8.5260E-20   8.4385E-20
  309.9000   1.0203E-19   8.8242E-20   8.5208E-20   8.4412E-20
  309.9100   1.0192E-19   8.8211E-20   8.5119E-20   8.4414E-20
  309.9200   1.0183E-19   8.8077E-20   8.5017E-20   8.4367E-20
  309.9300   1.0177E-19   8.7990E-20   8.5004E-20   8.4367E-20
  309.9400   1.0171E-19   8.7932E-20   8.4948E-20   8.4412E-20
  309.9500   1.0169E-19   8.7899E-20   8.4908E-20   8.4363E-20
  309.9600   1.0172E-19   8.7896E-20   8.4884E-20   8.4229E-20
  309.9700   1.0166E-19   8.7891E-20   8.4859E-20   8.4193E-20
  309.9800   1.0159E-19   8.7853E-20   8.4798E-20   8.4179E-20
  309.9900   1.0155E-19   8.7824E-20   8.4797E-20   8.4151E-20
  310.0000   1.0153E-19   8.7787E-20   8.4781E-20   8.4100E-20
  310.0100   1.0147E-19   8.7799E-20   8.4735E-20   8.4009E-20
  310.0200   1.0143E-19   8.7780E-20   8.4749E-20   8.4016E-20
  310.0300   1.0146E-19   8.7740E-20   8.4780E-20   8.4075E-20
  310.0400   1.0138E-19   8.7746E-20   8.4779E-20   8.4172E-20
  310.0500   1.0138E-19   8.7744E-20   8.4824E-20   8.4230E-20
  310.0600   1.0139E-19   8.7794E-20   8.4932E-20   8.4263E-20
  310.0700   1.0138E-19   8.7812E-20   8.4958E-20   8.4356E-20
  310.0800   1.0144E-19   8.7879E-20   8.5041E-20   8.4384E-20
  310.0900   1.0144E-19   8.7879E-20   8.5177E-20   8.4382E-20
  310.1000   1.0156E-19   8.7945E-20   8.5279E-20   8.4453E-20
  310.1100   1.0155E-19   8.7976E-20   8.5293E-20   8.4575E-20
  310.1200   1.0156E-19   8.8005E-20   8.5397E-20   8.4623E-20
  310.1300   1.0154E-19   8.8065E-20   8.5475E-20   8.4664E-20
  310.1400   1.0163E-19   8.8170E-20   8.5605E-20   8.4745E-20
  310.1500   1.0167E-19   8.8280E-20   8.5661E-20   8.4805E-20
  310.1600   1.0174E-19   8.8404E-20   8.5758E-20   8.4946E-20
  310.1700   1.0175E-19   8.8459E-20   8.5823E-20   8.5051E-20
  310.1800   1.0173E-19   8.8525E-20   8.5878E-20   8.5213E-20
  310.1900   1.0164E-19   8.8620E-20   8.5936E-20   8.5394E-20
  310.2000   1.0165E-19   8.8728E-20   8.6050E-20   8.5529E-20
  310.2100   1.0160E-19   8.8846E-20   8.6128E-20   8.5716E-20
  310.2200   1.0153E-19   8.8903E-20   8.6202E-20   8.5801E-20
  310.2300   1.0143E-19   8.8910E-20   8.6262E-20   8.5858E-20
  310.2400   1.0135E-19   8.8903E-20   8.6361E-20   8.5906E-20
  310.2500   1.0132E-19   8.8935E-20   8.6339E-20   8.5904E-20
  310.2600   1.0120E-19   8.8883E-20   8.6396E-20   8.5911E-20
  310.2700   1.0111E-19   8.8804E-20   8.6321E-20   8.5951E-20
  310.2800   1.0096E-19   8.8694E-20   8.6267E-20   8.5939E-20
  310.2900   1.0078E-19   8.8534E-20   8.6191E-20   8.5823E-20
  310.3000   1.0061E-19   8.8379E-20   8.6021E-20   8.5594E-20
  310.3100   1.0042E-19   8.8166E-20   8.5876E-20   8.5468E-20
  310.3200   1.0028E-19   8.8053E-20   8.5764E-20   8.5237E-20
  310.3300   1.0012E-19   8.7931E-20   8.5598E-20   8.5061E-20
  310.3400   9.9866E-20   8.7744E-20   8.5466E-20   8.4851E-20
  310.3500   9.9590E-20   8.7568E-20   8.5287E-20   8.4641E-20
  310.3600   9.9300E-20   8.7437E-20   8.5070E-20   8.4391E-20
  310.3700   9.9037E-20   8.7261E-20   8.4856E-20   8.4122E-20
  310.3800   9.8816E-20   8.7074E-20   8.4588E-20   8.3859E-20
  310.3900   9.8487E-20   8.6874E-20   8.4351E-20   8.3612E-20
  310.4000   9.8126E-20   8.6637E-20   8.4067E-20   8.3374E-20
  310.4100   9.7883E-20   8.6332E-20   8.3851E-20   8.3224E-20
  310.4200   9.7646E-20   8.6062E-20   8.3621E-20   8.3011E-20
  310.4300   9.7405E-20   8.5845E-20   8.3365E-20   8.2757E-20
  310.4400   9.7120E-20   8.5523E-20   8.3100E-20   8.2511E-20
  310.4500   9.6909E-20   8.5262E-20   8.2831E-20   8.2249E-20
  310.4600   9.6702E-20   8.4986E-20   8.2495E-20   8.1964E-20
  310.4700   9.6533E-20   8.4701E-20   8.2217E-20   8.1698E-20
  310.4800   9.6360E-20   8.4535E-20   8.1914E-20   8.1446E-20
  310.4900   9.6139E-20   8.4323E-20   8.1639E-20   8.1176E-20
  310.5000   9.5893E-20   8.4105E-20   8.1346E-20   8.0961E-20
  310.5100   9.5659E-20   8.3902E-20   8.1156E-20   8.0629E-20
  310.5200   9.5538E-20   8.3663E-20   8.0947E-20   8.0379E-20
  310.5300   9.5410E-20   8.3520E-20   8.0708E-20   8.0223E-20
  310.5400   9.5272E-20   8.3309E-20   8.0537E-20   8.0056E-20
  310.5500   9.5154E-20   8.3168E-20   8.0420E-20   7.9962E-20
  310.5600   9.5052E-20   8.3015E-20   8.0394E-20   7.9941E-20
  310.5700   9.4963E-20   8.2906E-20   8.0418E-20   7.9861E-20
  310.5800   9.4875E-20   8.2834E-20   8.0345E-20   7.9755E-20
  310.5900   9.4824E-20   8.2785E-20   8.0270E-20   7.9689E-20
  310.6000   9.4802E-20   8.2749E-20   8.0261E-20   7.9555E-20
  310.6100   9.4697E-20   8.2733E-20   8.0217E-20   7.9474E-20
  310.6200   9.4694E-20   8.2716E-20   8.0209E-20   7.9487E-20
  310.6300   9.4691E-20   8.2695E-20   8.0222E-20   7.9487E-20
  310.6400   9.4664E-20   8.2655E-20   8.0219E-20   7.9428E-20
  310.6500   9.4639E-20   8.2600E-20   8.0233E-20   7.9458E-20
  310.6600   9.4593E-20   8.2545E-20   8.0181E-20   7.9426E-20
  310.6700   9.4542E-20   8.2519E-20   8.0202E-20   7.9456E-20
  310.6800   9.4459E-20   8.2477E-20   8.0249E-20   7.9422E-20
  310.6900   9.4460E-20   8.2454E-20   8.0277E-20   7.9458E-20
  310.7000   9.4449E-20   8.2473E-20   8.0279E-20   7.9487E-20
  310.7100   9.4393E-20   8.2461E-20   8.0251E-20   7.9505E-20
  310.7200   9.4361E-20   8.2404E-20   8.0202E-20   7.9503E-20
  310.7300   9.4251E-20   8.2333E-20   8.0055E-20   7.9459E-20
  310.7400   9.4118E-20   8.2306E-20   7.9922E-20   7.9335E-20
  310.7500   9.3982E-20   8.2241E-20   7.9717E-20   7.9212E-20
  310.7600   9.3886E-20   8.2124E-20   7.9565E-20   7.9095E-20
  310.7700   9.3713E-20   8.2006E-20   7.9395E-20   7.8902E-20
  310.7800   9.3521E-20   8.1907E-20   7.9287E-20   7.8734E-20
  310.7900   9.3389E-20   8.1729E-20   7.9091E-20   7.8545E-20
  310.8000   9.3219E-20   8.1568E-20   7.8869E-20   7.8332E-20
  310.8100   9.3057E-20   8.1366E-20   7.8682E-20   7.8226E-20
  310.8200   9.2948E-20   8.1231E-20   7.8490E-20   7.8033E-20
  310.8300   9.2877E-20   8.1041E-20   7.8336E-20   7.7858E-20
  310.8400   9.2795E-20   8.0924E-20   7.8272E-20   7.7790E-20
  310.8500   9.2709E-20   8.0745E-20   7.8111E-20   7.7599E-20
  310.8600   9.2683E-20   8.0644E-20   7.7981E-20   7.7481E-20
  310.8700   9.2650E-20   8.0562E-20   7.7884E-20   7.7342E-20
  310.8800   9.2585E-20   8.0478E-20   7.7815E-20   7.7216E-20
  310.8900   9.2567E-20   8.0441E-20   7.7776E-20   7.7113E-20
  310.9000   9.2513E-20   8.0412E-20   7.7722E-20   7.7093E-20
  310.9100   9.2511E-20   8.0370E-20   7.7678E-20   7.7034E-20
  310.9200   9.2499E-20   8.0311E-20   7.7620E-20   7.6941E-20
  310.9300   9.2365E-20   8.0318E-20   7.7531E-20   7.6987E-20
  310.9400   9.2309E-20   8.0271E-20   7.7500E-20   7.6938E-20
  310.9500   9.2213E-20   8.0209E-20   7.7488E-20   7.6878E-20
  310.9600   9.2165E-20   8.0141E-20   7.7441E-20   7.6754E-20
  310.9700   9.2103E-20   8.0015E-20   7.7377E-20   7.6684E-20
  310.9800   9.2009E-20   7.9897E-20   7.7284E-20   7.6542E-20
  310.9900   9.1893E-20   7.9800E-20   7.7175E-20   7.6485E-20
  311.0000   9.1752E-20   7.9650E-20   7.7121E-20   7.6358E-20
  311.0100   9.1691E-20   7.9562E-20   7.7012E-20   7.6266E-20
  311.0200   9.1640E-20   7.9416E-20   7.6855E-20   7.6077E-20
  311.0300   9.1580E-20   7.9323E-20   7.6759E-20   7.5964E-20
  311.0400   9.1464E-20   7.9232E-20   7.6676E-20   7.5792E-20
  311.0500   9.1399E-20   7.9193E-20   7.6602E-20   7.5720E-20
  311.0600   9.1285E-20   7.9129E-20   7.6538E-20   7.5617E-20
  311.0700   9.1188E-20   7.9084E-20   7.6443E-20   7.5595E-20
  311.0800   9.1157E-20   7.8963E-20   7.6399E-20   7.5547E-20
  311.0900   9.1073E-20   7.8950E-20   7.6322E-20   7.5543E-20
  311.1000   9.1071E-20   7.8926E-20   7.6342E-20   7.5432E-20
  311.1100   9.1081E-20   7.8870E-20   7.6337E-20   7.5420E-20
  311.1200   9.1095E-20   7.8830E-20   7.6371E-20   7.5457E-20
  311.1300   9.1154E-20   7.8854E-20   7.6416E-20   7.5528E-20
  311.1400   9.1163E-20   7.8869E-20   7.6488E-20   7.5606E-20
  311.1500   9.1190E-20   7.8919E-20   7.6564E-20   7.5749E-20
  311.1600   9.1245E-20   7.9010E-20   7.6741E-20   7.5901E-20
  311.1700   9.1321E-20   7.9130E-20   7.6839E-20   7.5998E-20
  311.1800   9.1393E-20   7.9203E-20   7.6934E-20   7.6146E-20
  311.1900   9.1428E-20   7.9348E-20   7.7053E-20   7.6341E-20
  311.2000   9.1457E-20   7.9487E-20   7.7196E-20   7.6536E-20
  311.2100   9.1474E-20   7.9630E-20   7.7298E-20   7.6632E-20
  311.2200   9.1498E-20   7.9764E-20   7.7407E-20   7.6771E-20
  311.2300   9.1500E-20   7.9905E-20   7.7454E-20   7.6954E-20
  311.2400   9.1445E-20   7.9916E-20   7.7566E-20   7.7122E-20
  311.2500   9.1414E-20   7.9975E-20   7.7613E-20   7.7194E-20
  311.2600   9.1381E-20   8.0013E-20   7.7705E-20   7.7339E-20
  311.2700   9.1408E-20   8.0045E-20   7.7813E-20   7.7416E-20
  311.2800   9.1389E-20   8.0152E-20   7.7900E-20   7.7445E-20
  311.2900   9.1414E-20   8.0235E-20   7.8014E-20   7.7411E-20
  311.3000   9.1395E-20   8.0300E-20   7.8085E-20   7.7421E-20
  311.3100   9.1419E-20   8.0348E-20   7.8147E-20   7.7403E-20
  311.3200   9.1371E-20   8.0423E-20   7.8223E-20   7.7434E-20
  311.3300   9.1346E-20   8.0433E-20   7.8246E-20   7.7540E-20
  311.3400   9.1304E-20   8.0479E-20   7.8258E-20   7.7551E-20
  311.3500   9.1291E-20   8.0517E-20   7.8320E-20   7.7581E-20
  311.3600   9.1183E-20   8.0435E-20   7.8299E-20   7.7500E-20
  311.3700   9.1078E-20   8.0338E-20   7.8272E-20   7.7548E-20
  311.3800   9.0985E-20   8.0270E-20   7.8134E-20   7.7573E-20
  311.3900   9.0882E-20   8.0236E-20   7.8045E-20   7.7530E-20
  311.4000   9.0703E-20   8.0154E-20   7.7930E-20   7.7438E-20
  311.4100   9.0557E-20   8.0059E-20   7.7863E-20   7.7279E-20
  311.4200   9.0405E-20   7.9936E-20   7.7773E-20   7.7114E-20
  311.4300   9.0234E-20   7.9723E-20   7.7631E-20   7.6991E-20
  311.4400   9.0066E-20   7.9535E-20   7.7428E-20   7.6947E-20
  311.4500   8.9843E-20   7.9352E-20   7.7243E-20   7.6843E-20
  311.4600   8.9666E-20   7.9207E-20   7.7073E-20   7.6612E-20
  311.4700   8.9499E-20   7.9061E-20   7.6845E-20   7.6383E-20
  311.4800   8.9269E-20   7.8876E-20   7.6615E-20   7.6165E-20
  311.4900   8.9058E-20   7.8678E-20   7.6433E-20   7.5908E-20
  311.5000   8.8818E-20   7.8487E-20   7.6202E-20   7.5638E-20
  311.5100   8.8595E-20   7.8321E-20   7.5974E-20   7.5350E-20
  311.5200   8.8403E-20   7.8128E-20   7.5693E-20   7.5038E-20
  311.5300   8.8139E-20   7.7888E-20   7.5476E-20   7.4702E-20
  311.5400   8.7905E-20   7.7614E-20   7.5198E-20   7.4459E-20
  311.5500   8.7713E-20   7.7369E-20   7.4930E-20   7.4277E-20
  311.5600   8.7508E-20   7.7127E-20   7.4685E-20   7.4030E-20
  311.5700   8.7330E-20   7.6859E-20   7.4445E-20   7.3817E-20
  311.5800   8.7120E-20   7.6575E-20   7.4206E-20   7.3581E-20
  311.5900   8.6918E-20   7.6311E-20   7.3965E-20   7.3338E-20
  311.6000   8.6710E-20   7.6054E-20   7.3708E-20   7.3145E-20
  311.6100   8.6519E-20   7.5835E-20   7.3472E-20   7.2858E-20
  311.6200   8.6289E-20   7.5607E-20   7.3219E-20   7.2608E-20
  311.6300   8.6071E-20   7.5400E-20   7.2992E-20   7.2393E-20
  311.6400   8.5879E-20   7.5184E-20   7.2741E-20   7.2122E-20
  311.6500   8.5653E-20   7.4942E-20   7.2488E-20   7.1791E-20
  311.6600   8.5429E-20   7.4667E-20   7.2197E-20   7.1496E-20
  311.6700   8.5213E-20   7.4417E-20   7.1927E-20   7.1156E-20
  311.6800   8.4974E-20   7.4116E-20   7.1648E-20   7.0844E-20
  311.6900   8.4776E-20   7.3819E-20   7.1352E-20   7.0541E-20
  311.7000   8.4551E-20   7.3551E-20   7.1058E-20   7.0236E-20
  311.7100   8.4281E-20   7.3323E-20   7.0744E-20   6.9988E-20
  311.7200   8.4004E-20   7.3051E-20   7.0463E-20   6.9645E-20
  311.7300   8.3804E-20   7.2783E-20   7.0247E-20   6.9417E-20
  311.7400   8.3621E-20   7.2519E-20   7.0003E-20   6.9175E-20
  311.7500   8.3383E-20   7.2316E-20   6.9743E-20   6.8927E-20
  311.7600   8.3167E-20   7.2105E-20   6.9535E-20   6.8745E-20
